Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2,Year,Month,Quarter,Weekday,Ship Days
1104,US-2020-145863,21-04-2020,27-04-2020,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,99.934,3,-4.9878,,Online,,,2020,April,2,Tuesday,6
7567,CA-2020-140802,21-04-2020,23-04-2020,First Class,KN-16390,Katherine Nockton,Corporate,United States,Houston,Texas,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,116.976,3,8.3958,,Online,,,2020,April,2,Tuesday,2
3027,CA-2020-169054,22-04-2020,26-04-2020,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",265.352,3,0,,COD,,,2020,April,2,Wednesday,4
8280,CA-2020-146192,22-04-2020,26-04-2020,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Columbus,Georgia,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,689.06,3,87.7578,,Online,,,2020,April,2,Wednesday,4
805,CA-2020-135783,22-04-2020,24-04-2020,First Class,GM-14440,Gary McGarr,Consumer,United States,San Francisco,California,West,FUR-FU-10000794,Furniture,Furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",109.28,2,6.2152,,Cards,,,2020,April,2,Wednesday,2
8472,US-2020-132031,23-04-2020,27-04-2020,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,South,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,109.952,3,-11.6928,,Online,,,2020,April,2,Thursday,4
7241,CA-2020-136651,23-04-2020,25-04-2020,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,West,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",112.36,7,26.544,1,COD,,,2020,April,2,Thursday,2
7242,CA-2020-136651,23-04-2020,25-04-2020,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,113.88,6,30.186,1,COD,,,2020,April,2,Thursday,2
2601,CA-2020-108553,23-04-2020,29-04-2020,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,East,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",139.71,7,36.813,,COD,,,2020,April,2,Thursday,6
2600,CA-2020-108553,23-04-2020,29-04-2020,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,163.94,2,35.3626,,Online,,,2020,April,2,Thursday,6
3867,CA-2020-146360,23-04-2020,25-04-2020,Second Class,SC-20305,Sean Christensen,Consumer,United States,Lawrence,Indiana,Central,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",178.34,6,55.9224,,COD,,,2020,April,2,Thursday,2
8470,US-2020-132031,23-04-2020,27-04-2020,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,South,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,415.136,4,-14.5176,,Online,,,2020,April,2,Thursday,4
6596,CA-2020-157112,23-04-2020,26-04-2020,First Class,GG-14650,Greg Guthrie,Corporate,United States,Columbus,Ohio,East,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,107.76,5,-7.84,,Cards,,,2020,April,2,Thursday,3
6597,CA-2020-157112,23-04-2020,26-04-2020,First Class,GG-14650,Greg Guthrie,Corporate,United States,Columbus,Ohio,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,112.344,1,1.8704,,Cards,,,2020,April,2,Thursday,3
8473,US-2020-132031,23-04-2020,27-04-2020,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,South,OFF-LA-10000081,Office Supplies,Labels,Avery 496,97,1,1.05,,Cards,,,2020,April,2,Thursday,4
8592,CA-2020-101700,23-04-2020,26-04-2020,First Class,SO-20335,Sean O'Donnell,Consumer,United States,Greeley,Colorado,West,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,131.688,2,7.008,1,COD,,,2020,April,2,Thursday,3
8593,CA-2020-101700,23-04-2020,26-04-2020,First Class,SO-20335,Sean O'Donnell,Consumer,United States,Greeley,Colorado,West,FUR-FU-10001025,Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear",114.664,3,3.3534,1,Online,,,2020,April,2,Thursday,3
7243,CA-2020-136651,23-04-2020,25-04-2020,Second Class,JF-15355,Jay Fein,Consumer,United States,Pasadena,California,West,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,149.14,2,7.9662,1,Cards,,,2020,April,2,Thursday,2
8471,US-2020-132031,23-04-2020,27-04-2020,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,132.408,2,11.9196,,COD,,,2020,April,2,Thursday,4
6033,CA-2020-104010,23-04-2020,25-04-2020,First Class,TD-20995,Tamara Dahlen,Consumer,United States,New York City,New York,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,150.9,5,15.372,,Online,,,2020,April,2,Thursday,2
6024,US-2020-128832,24-04-2020,27-04-2020,First Class,LS-16945,Linda Southworth,Corporate,United States,Providence,Rhode Island,East,TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad,100.98,2,4.8986,,Online,,,2020,April,2,Friday,3
8201,CA-2020-125269,24-04-2020,30-04-2020,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,121.784,1,-18.196,,Cards,,,2020,April,2,Friday,6
1685,CA-2020-149489,24-04-2020,27-04-2020,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",139.28,2,12.41,,Online,,,2020,April,2,Friday,3
3656,CA-2020-168102,24-04-2020,30-04-2020,Standard Class,CP-12340,Christine Phan,Corporate,United States,Jacksonville,Florida,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,147.568,2,-21.294,,Cards,,,2020,April,2,Friday,6
5978,CA-2020-116953,24-04-2020,25-04-2020,First Class,SV-20935,Susan Vittorini,Consumer,United States,Mesa,Arizona,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,601,10,34.5,,COD,,,2020,April,2,Friday,1
5527,CA-2020-166933,24-04-2020,28-04-2020,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Santa Barbara,California,West,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,81.81,1,0.6516,,COD,,,2020,April,2,Friday,4
1686,CA-2020-149489,24-04-2020,27-04-2020,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,92.188,2,-0.99,,Online,,,2020,April,2,Friday,3
1687,CA-2020-149489,24-04-2020,27-04-2020,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,110.518,2,-5.7638,,Online,,,2020,April,2,Friday,3
8200,CA-2020-125269,24-04-2020,30-04-2020,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",104.43,5,-18.2525,,COD,,,2020,April,2,Friday,6
7172,CA-2020-125381,25-04-2020,27-04-2020,Second Class,SG-20605,Speros Goranitis,Consumer,United States,San Francisco,California,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,133.97,3,22.6737,,Cards,,,2020,April,2,Saturday,2
8974,CA-2020-159226,25-04-2020,27-04-2020,Second Class,RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,West,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",367.981,7,28.4102,,Online,,,2020,April,2,Saturday,2
5434,CA-2020-129707,25-04-2020,29-04-2020,Standard Class,LH-16750,Larry Hughes,Consumer,United States,Chandler,Arizona,West,OFF-AR-10000246,Office Supplies,Art,Newell 318,85.896,4,0.6672,1,Cards,,,2020,April,2,Saturday,4
5075,CA-2020-151071,25-04-2020,29-04-2020,Second Class,MB-18085,Mick Brown,Consumer,United States,Los Angeles,California,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",104.904,2,4.5188,,COD,,,2020,April,2,Saturday,4
5108,CA-2020-132213,25-04-2020,26-04-2020,First Class,PN-18775,Parhena Norris,Home Office,United States,Nashville,Tennessee,South,OFF-AR-10004078,Office Supplies,Art,Newell 312,116.048,9,5.256,,COD,,,2020,April,2,Saturday,1
6888,CA-2020-120222,25-04-2020,02-05-2020,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Los Angeles,California,West,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",136.05,3,8.763,,COD,,,2020,April,2,Saturday,7
6889,CA-2020-120222,25-04-2020,02-05-2020,Standard Class,LL-16840,Lauren Leatherbury,Consumer,United States,Los Angeles,California,West,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,164.344,3,27.504,,COD,,,2020,April,2,Saturday,7
5109,CA-2020-132213,25-04-2020,26-04-2020,First Class,PN-18775,Parhena Norris,Home Office,United States,Nashville,Tennessee,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,174.92,5,6.792,,Cards,,,2020,April,2,Saturday,1
1359,CA-2020-160045,26-04-2020,27-04-2020,First Class,LB-16735,Larry Blacks,Consumer,United States,Fort Worth,Texas,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",87.988,1,-1.4413,,Cards,,,2020,April,2,Sunday,1
2961,CA-2020-143665,26-04-2020,01-05-2020,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,West,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,122.34,3,9.3564,,COD,,,2020,April,2,Sunday,5
2962,CA-2020-143665,26-04-2020,01-05-2020,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,West,OFF-LA-10002034,Office Supplies,Labels,Avery 478,125.28,8,19.2472,,COD,,,2020,April,2,Sunday,5
8638,CA-2020-151281,27-04-2020,02-05-2020,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,Seattle,Washington,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,152.58,7,39.0824,,COD,,,2020,April,2,Monday,5
4637,CA-2020-168228,27-04-2020,29-04-2020,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",169.92,4,33.4584,,Cards,,,2020,April,2,Monday,2
3099,CA-2020-135692,27-04-2020,01-05-2020,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,Central,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,269.2656,4,-42.1096,1,COD,,,2020,April,2,Monday,4
4638,CA-2020-168228,27-04-2020,29-04-2020,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,87.39,3,5.6994,,Online,,,2020,April,2,Monday,2
3098,CA-2020-135692,27-04-2020,01-05-2020,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,Central,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",171.12,4,11.592,1,Online,,,2020,April,2,Monday,4
4639,CA-2020-168228,27-04-2020,29-04-2020,First Class,AP-10915,Arthur Prichep,Consumer,United States,Los Angeles,California,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,148.3,2,12.298,,COD,,,2020,April,2,Monday,2
8365,CA-2020-137631,28-04-2020,02-05-2020,Standard Class,JL-15235,Janet Lee,Consumer,United States,Kissimmee,Florida,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,773.984,2,84.5982,,Online,,,2020,April,2,Tuesday,4
5455,CA-2020-160962,28-04-2020,02-05-2020,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,117.384,1,0.7336,,COD,,,2020,April,2,Tuesday,4
5456,CA-2020-160962,28-04-2020,02-05-2020,Standard Class,MC-17605,Matt Connell,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,133.848,2,0.7704,,Online,,,2020,April,2,Tuesday,4
8087,CA-2020-120894,28-04-2020,02-05-2020,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Wilmington,North Carolina,South,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,116.08,3,5.265,,Online,,,2020,April,2,Tuesday,4
1728,US-2020-164056,29-04-2020,04-05-2020,Second Class,FM-14215,Filia McAdams,Corporate,United States,Dublin,Ohio,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1088.35,5,-69.89,,Online,,,2020,April,2,Wednesday,5
7157,CA-2020-126718,29-04-2020,04-05-2020,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Orange,New Jersey,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,106.91,1,2.4059,,COD,,,2020,April,2,Wednesday,5
1491,CA-2020-151911,30-04-2020,05-05-2020,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,New York City,New York,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",109.96,4,28.332,,Online,,,2020,April,2,Thursday,5
5289,US-2020-136784,30-04-2020,05-05-2020,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,San Francisco,California,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,175.96,4,80.3404,,Online,,,2020,April,2,Thursday,5
8565,US-2020-108315,30-04-2020,04-05-2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Sanford,Florida,South,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,256.704,6,-8.2764,,COD,,,2020,April,2,Thursday,4
1662,CA-2020-144526,30-04-2020,06-05-2020,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,719.58,5,-158.102,,Online,,,2020,April,2,Thursday,6
1663,CA-2020-144526,30-04-2020,06-05-2020,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,108.896,3,-9.264,,COD,,,2020,April,2,Thursday,6
1916,CA-2020-124597,30-04-2020,05-05-2020,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,108.528,3,4.8525,,Online,,,2020,April,2,Thursday,5
1915,CA-2020-124597,30-04-2020,05-05-2020,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,119.608,2,1.6704,,Online,,,2020,April,2,Thursday,5
7183,CA-2020-150609,30-04-2020,04-05-2020,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Los Angeles,California,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,116.24,5,7.553,1,Online,,,2020,April,2,Thursday,4
4551,US-2020-107636,30-04-2020,02-05-2020,First Class,NM-18520,Neoma Murray,Consumer,United States,Manchester,Connecticut,East,OFF-LA-10003388,Office Supplies,Labels,Avery 5,94.76,2,2.8224,,Online,,,2020,April,2,Thursday,2
5526,CA-2020-154501,30-04-2020,05-05-2020,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Los Angeles,California,West,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,117.78,2,4.0098,,COD,,,2020,April,2,Thursday,5
5315,CA-2020-137876,30-04-2020,05-05-2020,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",94.56,4,14.9744,,Online,,,2020,April,2,Thursday,5
2780,CA-2020-108322,30-04-2020,05-05-2020,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,South,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,124.376,3,0.7425,,COD,,,2020,April,2,Thursday,5
2779,CA-2020-108322,30-04-2020,05-05-2020,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,South,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,103.68,8,6.216,,COD,,,2020,April,2,Thursday,5
3410,US-2020-150847,30-04-2020,06-05-2020,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Columbus,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,119.368,2,3.6288,,Online,,,2020,April,2,Thursday,6
8564,US-2020-108315,30-04-2020,04-05-2020,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Sanford,Florida,South,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",126.842,3,-3.5508,,Online,,,2020,April,2,Thursday,4
1917,CA-2020-124597,30-04-2020,05-05-2020,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,119.952,3,3.8844,,COD,,,2020,April,2,Thursday,5
4758,US-2020-144582,30-04-2020,05-05-2020,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Danville,Illinois,Central,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,123.372,7,-69.3952,,Online,,,2020,April,2,Thursday,5
5314,CA-2020-137876,30-04-2020,05-05-2020,Standard Class,DJ-13510,Don Jones,Corporate,United States,San Francisco,California,West,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",151.96,2,21.4368,,Online,,,2020,April,2,Thursday,5
9336,CA-2020-110198,01-05-2020,02-05-2020,First Class,AG-10900,Arthur Gainer,Consumer,United States,Coral Springs,Florida,South,OFF-LA-10004409,Office Supplies,Labels,Avery 492,215.608,2,1.4976,,Online,,,2020,May,2,Friday,1
9335,CA-2020-110198,01-05-2020,02-05-2020,First Class,AG-10900,Arthur Gainer,Consumer,United States,Coral Springs,Florida,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,335.352,3,-15.7176,,Online,,,2020,May,2,Friday,1
8236,CA-2020-102204,01-05-2020,06-05-2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,952.262,4,-458.1468,,COD,,,2020,May,2,Friday,5
3896,CA-2020-110212,01-05-2020,05-05-2020,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Texarkana,Arkansas,South,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",997.9,5,18.093,,Online,,,2020,May,2,Friday,4
8237,CA-2020-102204,01-05-2020,06-05-2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,2821.92,5,0,,COD,,,2020,May,2,Friday,5
8235,CA-2020-102204,01-05-2020,06-05-2020,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Jacksonville,Florida,South,OFF-SU-10001212,Office Supplies,Supplies,Kleencut Forged Office Shears by Acme United Corporation,92.328,2,0.416,,COD,,,2020,May,2,Friday,5
2518,CA-2020-123134,02-05-2020,07-05-2020,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,159.93,3,12.993,,COD,,,2020,May,2,Saturday,5
6913,US-2020-128398,02-05-2020,05-05-2020,Second Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Los Angeles,California,West,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,193.56,4,59.0372,,Cards,,,2020,May,2,Saturday,3
7393,CA-2020-147844,02-05-2020,06-05-2020,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",95.7,5,7.065,,Online,,,2020,May,2,Saturday,4
7395,CA-2020-147844,02-05-2020,06-05-2020,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,West,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",142.4,5,15.824,,Online,,,2020,May,2,Saturday,4
7394,CA-2020-147844,02-05-2020,06-05-2020,Standard Class,DD-13570,Dorothy Dickinson,Consumer,United States,Los Angeles,California,West,OFF-AR-10001615,Office Supplies,Art,Newell 34,146.52,3,15.4752,,Cards,,,2020,May,2,Saturday,4
8354,CA-2020-132199,03-05-2020,08-05-2020,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,394.47,5,-112.041,,COD,,,2020,May,2,Sunday,5
3633,CA-2020-132178,03-05-2020,08-05-2020,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,West,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,790.44,8,45.8064,,Cards,,,2020,May,2,Sunday,5
8356,CA-2020-132199,03-05-2020,08-05-2020,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,121,2,2.8,,COD,,,2020,May,2,Sunday,5
8353,CA-2020-132199,03-05-2020,08-05-2020,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,112.388,4,-17.592,,COD,,,2020,May,2,Sunday,5
7610,CA-2020-163209,03-05-2020,07-05-2020,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-AR-10003651,Office Supplies,Art,Newell 350,149.96,7,6.6584,,COD,,,2020,May,2,Sunday,4
7609,CA-2020-163209,03-05-2020,07-05-2020,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,San Francisco,California,West,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,143.92,4,12.4416,,Online,,,2020,May,2,Sunday,4
8352,CA-2020-132199,03-05-2020,08-05-2020,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,FUR-FU-10004245,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",149.448,2,7.3008,,COD,,,2020,May,2,Sunday,5
3632,CA-2020-132178,03-05-2020,08-05-2020,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,West,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",150.52,2,19.4656,,Cards,,,2020,May,2,Sunday,5
8355,CA-2020-132199,03-05-2020,08-05-2020,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",155.2,5,-44.94,,Online,,,2020,May,2,Sunday,5
1353,CA-2020-162978,04-05-2020,09-05-2020,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,TEC-PH-10003092,Technology,Phones,Motorola L804,232.96,5,20.6955,,COD,,,2020,May,2,Monday,5
9994,CA-2020-119914,04-05-2020,09-05-2020,Second Class,CC-12220,Chris Cortes,Consumer,United States,Westminster,California,West,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",260.16,2,72.948,,COD,,,2020,May,2,Monday,5
1355,CA-2020-162978,04-05-2020,09-05-2020,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,329.904,1,11.2839,,Online,,,2020,May,2,Monday,5
2468,CA-2020-128755,04-05-2020,08-05-2020,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,621.44,4,165.7176,,Online,,,2020,May,2,Monday,4
7178,CA-2020-133067,04-05-2020,10-05-2020,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",92.202,2,-1.5414,,Cards,,,2020,May,2,Monday,6
2958,CA-2020-168900,04-05-2020,09-05-2020,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,87.313,1,-1.9275,,COD,,,2020,May,2,Monday,5
7179,CA-2020-133067,04-05-2020,10-05-2020,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",93.396,3,-7.5168,,COD,,,2020,May,2,Monday,6
1354,CA-2020-162978,04-05-2020,09-05-2020,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,103.61,3,8.4528,,Cards,,,2020,May,2,Monday,5
2469,CA-2020-128755,04-05-2020,08-05-2020,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,130.4,5,15.552,,Cards,,,2020,May,2,Monday,4
